Student_Type,Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Stress_Level,,,,,,,,,,,,,,,,
college,7.14,2.08,2.78,93.75,6,6,12,0,,,,,,,,,,,,,,,,
college,8.51,4.39,0.62,78.85,5,7,7,0,,,,,,,,,,,,,,,,
working_student,4.27,9.12,6.02,73.38,7,1,3,1,,,,,,,,,,,,,,,,
college,4.67,2.47,4.11,88.2,7,7,5,1,,,,,,,,,,,,,,,,
college,2.8,1.66,8.22,95.64,5,9,1,0,,,,,,,,,,,,,,,,
college,5.96,3.62,3.56,80.08,6,6,7,0,,,,,,,,,,,,,,,,
working_student,3.54,13.25,2.72,73.45,7,1,1,1,,,,,,,,,,,,,,,,
college,6.46,2.41,2.55,67.26,2,7,5,0,,,,,,,,,,,,,,,,
college,5.49,4.7,0.79,71.08,8,5,11,1,,,,,,,,,,,,,,,,
working_student,5.18,6.05,3.67,72.91,5,2,6,0,,,,,,,,,,,,,,,,
working_student,2.56,6.15,1.71,76.81,5,1,12,1,,,,,,,,,,,,,,,,
college,6.43,5.88,3.56,79.94,8,5,10,0,,,,,,,,,,,,,,,,
school,5.15,4.15,7.61,76.74,8,5,4,0,,,,,,,,,,,,,,,,
college,2.46,7.74,2.84,97.09,7,8,2,0,,,,,,,,,,,,,,,,
working_student,6.57,4.28,3.18,97.95,5,7,11,0,,,,,,,,,,,,,,,,
college,7.24,7.68,5.63,77.3,5,4,10,0,,,,,,,,,,,,,,,,
college,6.5,3.86,0.25,73.37,8,10,7,1,,,,,,,,,,,,,,,,
school,6.47,1.06,4.57,88.17,5,6,7,0,,,,,,,,,,,,,,,,
Other,8.33,3.72,4.17,87.54,5,6,6,0,,,,,,,,,,,,,,,,
Other,6.46,1.94,5.18,81.94,8,4,5,0,,,,,,,,,,,,,,,,
college,7.78,4.7,3.56,82.07,4,6,1,0,,,,,,,,,,,,,,,,
school,7.61,1.35,0.8,98.22,10,2,10,1,,,,,,,,,,,,,,,,
college,2.94,7.14,2.64,88.75,10,6,2,1,,,,,,,,,,,,,,,,
school,7.24,1.9,2.17,81.94,6,5,1,0,,,,,,,,,,,,,,,,
college,4.64,5.77,5.1,77.82,1,6,4,0,,,,,,,,,,,,,,,,
Other,4.14,9.76,6.95,80.43,3,7,10,0,,,,,,,,,,,,,,,,
college,6.05,1.82,3.64,76.46,7,7,1,0,,,,,,,,,,,,,,,,
college,7.09,5.39,2.81,79.49,2,6,6,0,,,,,,,,,,,,,,,,
school,6.46,4.7,5.32,92.71,8,6,6,0,,,,,,,,,,,,,,,,
college,7.18,7.27,4.73,88.32,9,3,11,1,,,,,,,,,,,,,,,,
college,6.46,6.23,5.78,72.12,10,10,5,1,,,,,,,,,,,,,,,,
school,7.85,0.81,2.81,74.84,5,8,8,0,,,,,,,,,,,,,,,,
working_student,5.02,7.54,3.56,95.72,5,7,2,0,,,,,,,,,,,,,,,,
school,8.58,0.72,6.16,63.23,5,7,8,0,,,,,,,,,,,,,,,,
college,4.59,4.82,0.47,97.48,4,6,7,0,,,,,,,,,,,,,,,,
school,7.33,0.29,2.26,84.4,9,6,12,0,,,,,,,,,,,,,,,,
college,5.95,4.14,3.56,97.6,6,7,6,0,,,,,,,,,,,,,,,,
college,8.73,5.25,4.04,85.88,6,9,2,0,,,,,,,,,,,,,,,,
college,4.54,8.37,1.37,81.94,6,4,12,1,,,,,,,,,,,,,,,,
school,7.5,2.65,5.02,87.62,8,6,9,1,,,,,,,,,,,,,,,,
college,3.29,11.79,4.5,99.75,5,8,8,1,,,,,,,,,,,,,,,,
school,6.49,2.4,2.31,97.94,6,5,8,1,,,,,,,,,,,,,,,,
college,8.06,0.22,2.55,87.21,9,7,5,0,,,,,,,,,,,,,,,,
college,6.27,5.4,3.13,88.47,5,6,9,0,,,,,,,,,,,,,,,,
college,5.12,4.78,3.2,74.03,2,9,2,0,,,,,,,,,,,,,,,,
college,6.5,7.03,3.39,79.65,2,6,12,0,,,,,,,,,,,,,,,,
working_student,6.46,2.79,3.56,89.89,3,6,3,0,,,,,,,,,,,,,,,,
college,5.4,3.38,2.29,83.93,7,2,5,0,,,,,,,,,,,,,,,,
Other,5.2,7.08,2.54,81.94,5,9,6,0,,,,,,,,,,,,,,,,
college,3.98,5.26,3.95,92.59,7,8,9,0,,,,,,,,,,,,,,,,
college,8.6,4.7,3.78,83.61,2,7,6,0,,,,,,,,,,,,,,,,
college,9.03,4.43,4.44,77.69,6,8,1,1,,,,,,,,,,,,,,,,
college,6.2,7.18,3.77,74.86,4,5,2,0,,,,,,,,,,,,,,,,
school,9.96,3.93,3.1,74.54,10,7,7,1,,,,,,,,,,,,,,,,
college,8.54,5.59,5.45,90.8,3,5,1,0,,,,,,,,,,,,,,,,
college,8.55,2.39,3.7,80.12,4,4,12,0,,,,,,,,,,,,,,,,
school,6.84,3.55,1.52,81.94,6,6,5,0,,,,,,,,,,,,,,,,
school,8.51,3.16,4.24,53.73,7,2,6,1,,,,,,,,,,,,,,,,
college,5.28,6,5.06,83.27,3,8,1,0,,,,,,,,,,,,,,,,
Other,9.26,3.81,3.56,71.28,6,4,5,0,,,,,,,,,,,,,,,,
college,7.37,5.25,4.56,80.32,1,3,12,0,,,,,,,,,,,,,,,,
college,6.06,1.92,5.53,89.98,4,7,10,0,,,,,,,,,,,,,,,,
college,7.33,3.53,3.56,80.29,6,8,3,0,,,,,,,,,,,,,,,,
school,8.68,1.71,5.15,81.94,1,7,5,0,,,,,,,,,,,,,,,,
working_student,4.53,4.7,3.47,58.02,7,6,11,1,,,,,,,,,,,,,,,,
college,6.46,5.57,6.22,62.52,6,3,12,1,,,,,,,,,,,,,,,,
working_student,3.83,3.72,4.46,90.36,8,6,4,1,,,,,,,,,,,,,,,,
working_student,5.15,7.17,4.47,77.97,3,3,5,0,,,,,,,,,,,,,,,,
college,8.05,4.51,3.15,74.85,1,6,11,0,,,,,,,,,,,,,,,,
working_student,5.42,4.7,5.35,72.38,8,4,8,1,,,,,,,,,,,,,,,,
college,5.83,15.94,1.69,79.88,6,6,12,0,,,,,,,,,,,,,,,,
school,8.66,2.39,4.4,81.94,6,4,8,0,,,,,,,,,,,,,,,,
school,6.6,3.11,2.79,73.39,1,6,4,0,,,,,,,,,,,,,,,,
Other,3.99,7.53,3.56,54.65,5,2,6,1,,,,,,,,,,,,,,,,
school,6.3,3.4,0.81,81.94,5,3,11,0,,,,,,,,,,,,,,,,
working_student,2.97,8.9,0.01,91.74,7,6,2,1,,,,,,,,,,,,,,,,
college,6.46,0.66,5.78,69.46,1,5,6,0,,,,,,,,,,,,,,,,
college,7.57,3.28,0.29,70.62,5,2,9,0,,,,,,,,,,,,,,,,
school,8.78,4.48,0.23,99.92,6,8,10,0,,,,,,,,,,,,,,,,
school,6.25,2.6,5.14,69.74,1,6,10,0,,,,,,,,,,,,,,,,
college,5.37,2.89,3.16,91.24,7,6,1,1,,,,,,,,,,,,,,,,
college,6.02,3.79,3.99,61.82,3,5,12,0,,,,,,,,,,,,,,,,
college,5.68,6.44,1.47,80.79,7,5,8,1,,,,,,,,,,,,,,,,
college,5.58,3.09,4.02,79.18,2,6,7,0,,,,,,,,,,,,,,,,
college,6.21,9.72,5.37,76.81,2,5,3,1,,,,,,,,,,,,,,,,
school,7.97,4.15,0.15,85.02,7,5,12,0,,,,,,,,,,,,,,,,
college,6.08,1.57,3.22,95.85,5,9,3,1,,,,,,,,,,,,,,,,
college,2.49,5.21,0.36,93.22,1,6,5,0,,,,,,,,,,,,,,,,
college,7.3,8.26,1.23,81.94,5,6,1,0,,,,,,,,,,,,,,,,
college,6.46,5.36,3.56,66.93,5,8,5,0,,,,,,,,,,,,,,,,
Other,4.91,6.76,5.24,81.94,9,8,2,1,,,,,,,,,,,,,,,,
college,5.87,5.34,3.85,82.24,3,3,9,1,,,,,,,,,,,,,,,,
school,5.52,2.65,4.74,90.9,1,6,8,0,,,,,,,,,,,,,,,,
college,4.79,5.74,1.65,76.4,5,10,4,0,,,,,,,,,,,,,,,,
school,9.24,3.62,6.28,97.65,5,2,11,0,,,,,,,,,,,,,,,,
school,6.79,2.57,2.85,86.34,5,3,10,0,,,,,,,,,,,,,,,,
school,8.25,1.05,4.9,85.18,5,5,10,0,,,,,,,,,,,,,,,,
college,5.18,4.8,3.56,70.36,6,5,9,1,,,,,,,,,,,,,,,,
college,6.7,2.26,3.58,71.41,7,6,8,0,,,,,,,,,,,,,,,,
college,5.6,3.82,3.56,97.12,7,4,12,1,,,,,,,,,,,,,,,,
college,6.46,5.52,3.09,89.83,3,8,12,0,,,,,,,,,,,,,,,,
school,6.75,3.35,3.8,96.77,8,6,8,1,,,,,,,,,,,,,,,,
working_student,3.73,4.7,3.39,60.46,6,2,9,1,,,,,,,,,,,,,,,,
school,6.79,3.54,6.68,82.29,2,7,6,0,,,,,,,,,,,,,,,,
working_student,4.47,8.31,3.56,81.94,5,4,10,1,,,,,,,,,,,,,,,,
college,7.34,5.12,4.36,53.15,10,7,6,0,,,,,,,,,,,,,,,,
school,8.56,4.45,4.71,82.84,5,6,7,0,,,,,,,,,,,,,,,,
school,9.31,3.75,0.33,96.11,3,2,10,0,,,,,,,,,,,,,,,,
college,3.24,7.41,4.73,88.2,1,4,9,0,,,,,,,,,,,,,,,,
college,6.47,4.8,1.85,105,7,5,6,0,,,,,,,,,,,,,,,,
college,4.53,6.48,2.8,88.32,6,5,11,0,,,,,,,,,,,,,,,,
college,5.75,5.74,8.14,83.76,5,5,8,0,,,,,,,,,,,,,,,,
college,5.18,5.97,1.82,66.77,5,4,3,1,,,,,,,,,,,,,,,,
college,6.55,3.73,1.88,82.86,7,6,7,0,,,,,,,,,,,,,,,,
college,3.59,5.23,3.73,92.55,7,9,4,0,,,,,,,,,,,,,,,,
college,4.18,6.96,3.74,98.34,4,6,8,0,,,,,,,,,,,,,,,,
college,3.2,6.63,2.62,80.17,6,6,11,0,,,,,,,,,,,,,,,,
college,5.31,4.7,3.9,76.65,4,3,7,0,,,,,,,,,,,,,,,,
college,6.18,1.73,3.9,92.82,1,7,1,0,,,,,,,,,,,,,,,,
college,4.33,3.87,3.34,98.36,5,1,9,0,,,,,,,,,,,,,,,,
college,4.85,2.09,4.57,81.94,10,6,3,1,,,,,,,,,,,,,,,,
working_student,2.58,6.93,3.28,92.19,2,7,5,0,,,,,,,,,,,,,,,,
Other,5.96,4.67,3.76,81.94,5,7,10,0,,,,,,,,,,,,,,,,
working_student,7.04,6.79,3.44,91.96,5,8,8,0,,,,,,,,,,,,,,,,
school,7.68,6.19,0.06,88.99,7,8,3,0,,,,,,,,,,,,,,,,
college,6.5,2.9,2.19,87.92,4,8,10,0,,,,,,,,,,,,,,,,
college,6.64,2.13,3.25,81.06,5,9,9,0,,,,,,,,,,,,,,,,
working_student,5.69,0.08,2.9,81.61,4,6,11,0,,,,,,,,,,,,,,,,
school,5.65,0.93,3.99,95.56,6,6,4,0,,,,,,,,,,,,,,,,
college,3.85,3.08,2.49,82.12,5,5,9,0,,,,,,,,,,,,,,,,
school,6.19,1.61,3.06,69.96,10,5,1,0,,,,,,,,,,,,,,,,
school,8.05,3.52,5.96,55.44,4,6,8,0,,,,,,,,,,,,,,,,
college,5.98,5.75,3.52,89.47,5,8,6,0,,,,,,,,,,,,,,,,
college,4.98,3.12,4.23,59.6,7,5,10,0,,,,,,,,,,,,,,,,
school,8.11,0.95,2.85,97.02,5,3,12,0,,,,,,,,,,,,,,,,
college,8.35,4.7,6.17,95.87,7,8,4,1,,,,,,,,,,,,,,,,
college,5.15,6.66,5.78,81.94,6,4,8,1,,,,,,,,,,,,,,,,
college,4.04,2.55,7.46,68,3,3,11,0,,,,,,,,,,,,,,,,
college,4.27,7.15,3.68,96.02,2,7,6,0,,,,,,,,,,,,,,,,
working_student,8.02,5.41,2.61,75.19,9,6,1,0,,,,,,,,,,,,,,,,
college,3.95,9.75,4.95,95.72,10,3,1,0,,,,,,,,,,,,,,,,
college,4.32,5.03,5.31,96.02,5,7,3,1,,,,,,,,,,,,,,,,
college,8.19,1.91,4.76,62.83,7,7,9,0,,,,,,,,,,,,,,,,
working_student,4.61,8.73,5.18,57.51,8,6,10,1,,,,,,,,,,,,,,,,
college,7.43,7.97,5.09,87.33,8,6,9,1,,,,,,,,,,,,,,,,
college,6.48,6.16,2.58,91.83,6,2,9,0,,,,,,,,,,,,,,,,
college,6.46,8.5,1.48,92.34,8,7,12,1,,,,,,,,,,,,,,,,
school,8.41,3.74,3.77,59.76,3,8,5,0,,,,,,,,,,,,,,,,
working_student,6.46,7.01,5.05,82.91,9,5,12,0,,,,,,,,,,,,,,,,
school,7.31,3.83,3.54,98.69,7,3,1,1,,,,,,,,,,,,,,,,
college,9.72,2.89,0.14,86.1,7,5,1,0,,,,,,,,,,,,,,,,
working_student,6.46,7.46,3.56,97.61,3,7,9,0,,,,,,,,,,,,,,,,
college,6.46,1.19,4.03,79.4,5,2,10,0,,,,,,,,,,,,,,,,
college,5.32,3.31,3.56,78.65,10,6,1,1,,,,,,,,,,,,,,,,
school,8.26,3.49,0.42,86.9,1,6,11,1,,,,,,,,,,,,,,,,
college,6.33,3.12,3.81,85.49,3,7,12,0,,,,,,,,,,,,,,,,
Other,5.06,5.2,5.05,99.16,5,9,6,1,,,,,,,,,,,,,,,,
college,4.91,9.22,3.56,97.19,4,6,8,0,,,,,,,,,,,,,,,,
college,5.67,4.7,1.15,82.91,4,3,7,0,,,,,,,,,,,,,,,,
school,7.97,4.01,0.96,82.49,8,7,3,0,,,,,,,,,,,,,,,,
school,7.29,4.7,5.16,88.99,3,6,8,0,,,,,,,,,,,,,,,,
college,4.65,5.9,2.18,82.19,9,5,12,1,,,,,,,,,,,,,,,,
working_student,4.63,6.14,3.03,73.39,8,6,6,1,,,,,,,,,,,,,,,,
working_student,4.64,4.9,3.56,91.25,5,2,8,0,,,,,,,,,,,,,,,,
school,5.99,4.63,5.36,89.87,3,5,11,0,,,,,,,,,,,,,,,,
college,7.37,6.64,4.7,67.3,6,5,3,1,,,,,,,,,,,,,,,,
school,8.1,3.28,5.02,57.99,3,8,3,0,,,,,,,,,,,,,,,,
college,6.11,7.83,3.05,84.2,8,1,4,1,,,,,,,,,,,,,,,,
working_student,7.92,5.76,5.77,86.86,5,4,3,0,,,,,,,,,,,,,,,,
college,8.24,2.07,6.87,82.92,3,4,3,0,,,,,,,,,,,,,,,,
college,3.3,4.7,4.7,73.3,8,8,6,1,,,,,,,,,,,,,,,,
college,8.54,4.7,4.34,95.55,6,7,5,0,,,,,,,,,,,,,,,,
Other,7.17,0.84,0.76,68.57,2,8,6,0,,,,,,,,,,,,,,,,
college,6.28,6.22,1.65,81.48,4,6,2,0,,,,,,,,,,,,,,,,
school,6.34,2.42,3.05,83.42,3,8,4,0,,,,,,,,,,,,,,,,
school,6.93,1.59,3.52,99.28,3,8,9,0,,,,,,,,,,,,,,,,
school,7.15,2.1,1.49,65.87,4,5,9,0,,,,,,,,,,,,,,,,
Other,8.37,3.8,0.34,83.72,1,10,10,0,,,,,,,,,,,,,,,,
college,5.85,3.36,0.84,85.72,5,8,7,1,,,,,,,,,,,,,,,,
working_student,3.29,3.02,3.16,95.75,2,5,12,0,,,,,,,,,,,,,,,,
college,3.86,6.8,7.17,83.97,1,4,1,1,,,,,,,,,,,,,,,,
school,8.34,4.98,1.79,96.57,1,8,11,0,,,,,,,,,,,,,,,,
college,5.65,5.25,2.77,92.67,4,7,9,0,,,,,,,,,,,,,,,,
college,9.28,3.1,0.8,82.89,6,6,3,0,,,,,,,,,,,,,,,,
school,9.05,5.94,0.84,74.28,5,10,2,0,,,,,,,,,,,,,,,,
college,6.56,1.32,2.78,93.95,8,2,7,0,,,,,,,,,,,,,,,,
working_student,7.13,3.53,1.02,81.76,5,7,1,1,,,,,,,,,,,,,,,,
college,8.89,4.9,1.84,74.14,4,7,9,0,,,,,,,,,,,,,,,,
college,6.95,2.21,5.24,80.35,5,8,6,1,,,,,,,,,,,,,,,,
college,6.43,4.49,2.13,69.28,4,2,2,0,,,,,,,,,,,,,,,,
college,4.86,6.55,1.83,99.31,9,5,2,1,,,,,,,,,,,,,,,,
college,9.62,5.83,6.89,84.64,5,10,6,1,,,,,,,,,,,,,,,,
college,6.2,3.32,6.39,68.7,3,6,6,0,,,,,,,,,,,,,,,,
school,6.25,4.21,5.41,91.47,6,1,3,1,,,,,,,,,,,,,,,,
college,6.72,6.98,4.85,77.27,4,6,4,0,,,,,,,,,,,,,,,,
school,6.47,1.53,6.23,85.82,7,1,12,1,,,,,,,,,,,,,,,,
college,6.58,4.12,7.19,79.7,3,6,8,0,,,,,,,,,,,,,,,,
college,6.62,6.39,6.55,74.35,5,7,1,0,,,,,,,,,,,,,,,,
college,7.38,4.82,6.57,80.2,6,6,9,0,,,,,,,,,,,,,,,,
school,6.74,4.16,3.56,78.81,7,6,11,0,,,,,,,,,,,,,,,,
college,8.66,2.21,6.83,65.12,5,5,12,0,,,,,,,,,,,,,,,,
working_student,6.46,4.7,2.09,74.74,4,6,1,0,,,,,,,,,,,,,,,,
working_student,7.97,4.56,1.75,95.4,4,9,11,0,,,,,,,,,,,,,,,,
school,8.04,3.73,2.4,71.78,3,9,5,0,,,,,,,,,,,,,,,,
college,6.84,5.98,4.39,94.77,7,9,12,1,,,,,,,,,,,,,,,,
school,8.63,2.66,0.54,99.78,4,3,12,0,,,,,,,,,,,,,,,,
college,6.09,1.74,2.46,54.81,9,6,10,1,,,,,,,,,,,,,,,,
college,6.57,7.55,3.02,76.95,6,6,7,0,,,,,,,,,,,,,,,,
college,4.07,6.49,4.29,80.94,7,6,9,0,,,,,,,,,,,,,,,,
school,8.33,5.2,3.17,71.07,5,2,11,0,,,,,,,,,,,,,,,,
working_student,3.81,5.95,4.7,59.51,1,6,6,0,,,,,,,,,,,,,,,,
college,6.88,3.57,4.83,90.66,4,6,4,1,,,,,,,,,,,,,,,,
school,8.48,4.7,6.11,65.56,6,5,1,0,,,,,,,,,,,,,,,,
Other,8.41,4.36,2.95,95.74,4,8,10,0,,,,,,,,,,,,,,,,
working_student,5,8.22,6.95,96.55,7,7,3,1,,,,,,,,,,,,,,,,
working_student,6.02,7.3,1,81.61,5,3,3,0,,,,,,,,,,,,,,,,
working_student,5.59,7.15,4.4,99.25,8,9,1,1,,,,,,,,,,,,,,,,
school,8.15,4.42,3.41,80.82,5,8,4,1,,,,,,,,,,,,,,,,
college,7.23,6.39,3.56,84.15,1,7,1,0,,,,,,,,,,,,,,,,
working_student,5.85,3.96,3.65,78.73,5,6,6,1,,,,,,,,,,,,,,,,
college,7.05,6.75,6.45,81.94,2,2,12,0,,,,,,,,,,,,,,,,
working_student,5.16,6.77,0.49,97.9,5,8,7,0,,,,,,,,,,,,,,,,
college,7.43,5.49,2.11,74.06,6,5,6,0,,,,,,,,,,,,,,,,
college,6.39,4.13,4.92,77.08,9,5,2,1,,,,,,,,,,,,,,,,
college,7.67,6.74,2.61,82.48,4,10,9,0,,,,,,,,,,,,,,,,
college,5.04,6.77,1.34,80.27,2,7,7,0,,,,,,,,,,,,,,,,
working_student,7.73,1.67,5.08,83.87,8,6,12,1,,,,,,,,,,,,,,,,
college,7.98,5.66,5.53,56.65,2,10,7,0,,,,,,,,,,,,,,,,
college,6.39,4.73,2.25,81.94,1,10,7,0,,,,,,,,,,,,,,,,
school,6.46,3.36,5.21,52.14,7,1,4,0,,,,,,,,,,,,,,,,
school,7.3,2.21,2,81.23,6,6,7,0,,,,,,,,,,,,,,,,
college,7.84,6.81,2.33,93.62,8,6,12,0,,,,,,,,,,,,,,,,
working_student,4.97,8.91,3.27,70.99,6,6,1,0,,,,,,,,,,,,,,,,
school,7.06,4.52,1.7,73.36,8,10,3,0,,,,,,,,,,,,,,,,
college,4.1,2.18,0.71,65.61,3,5,6,0,,,,,,,,,,,,,,,,
working_student,6.01,5.47,7.24,88.37,5,6,11,1,,,,,,,,,,,,,,,,
college,3.09,3.08,4.47,76.42,7,5,5,1,,,,,,,,,,,,,,,,
school,7.58,2.74,4.51,71.29,2,4,6,0,,,,,,,,,,,,,,,,
college,7.1,5.73,0.78,85.77,4,8,10,0,,,,,,,,,,,,,,,,
college,7.01,5.77,6.7,79.66,5,2,10,1,,,,,,,,,,,,,,,,
school,7.5,4.7,2.65,99.08,6,7,8,0,,,,,,,,,,,,,,,,
college,6.49,3.74,5.58,84.72,5,9,3,0,,,,,,,,,,,,,,,,
school,7.11,4.84,3.11,79.75,4,8,4,0,,,,,,,,,,,,,,,,
college,6.94,4.5,5.49,61.17,1,2,5,0,,,,,,,,,,,,,,,,
college,4.38,3.16,5.01,81.94,3,7,7,0,,,,,,,,,,,,,,,,
college,4.85,4.79,3.12,68.73,5,8,6,0,,,,,,,,,,,,,,,,
college,8.05,6.49,7,75.51,4,7,8,0,,,,,,,,,,,,,,,,
college,6.83,6.3,2.6,70.17,10,5,10,1,,,,,,,,,,,,,,,,
school,7.42,3.54,2.12,83.63,7,8,10,0,,,,,,,,,,,,,,,,
college,6.52,3.53,0.06,82.56,5,5,5,0,,,,,,,,,,,,,,,,
college,2.68,3.96,0.41,96.74,2,5,5,0,,,,,,,,,,,,,,,,
college,4.99,8.02,4.45,97.6,10,5,10,0,,,,,,,,,,,,,,,,
college,6.46,4.6,2.91,78.31,6,7,6,1,,,,,,,,,,,,,,,,
college,8.27,2.57,2.21,97.9,10,8,10,0,,,,,,,,,,,,,,,,
college,4.26,5.04,6.93,71.48,4,6,6,1,,,,,,,,,,,,,,,,
college,6.16,6.87,4.52,82.13,8,5,10,1,,,,,,,,,,,,,,,,
college,3.83,5.3,5.28,86.68,5,5,1,0,,,,,,,,,,,,,,,,
college,5.95,0.99,0.81,56.1,5,10,11,0,,,,,,,,,,,,,,,,
school,7.71,5.36,3.68,95.31,4,4,11,0,,,,,,,,,,,,,,,,
college,7.37,6.44,3.56,75.38,8,4,12,1,,,,,,,,,,,,,,,,
college,4.71,3.82,1.3,95.05,4,6,12,0,,,,,,,,,,,,,,,,
college,8.6,0.68,3.27,95.59,4,8,12,0,,,,,,,,,,,,,,,,
college,6.9,7.33,4.23,65.6,9,8,1,1,,,,,,,,,,,,,,,,
college,5.75,7.24,6.04,91.52,4,10,6,0,,,,,,,,,,,,,,,,
working_student,9.02,2.8,0.96,79.15,2,3,9,0,,,,,,,,,,,,,,,,
college,4.35,5.22,3.65,74.3,10,5,6,1,,,,,,,,,,,,,,,,
school,8.61,6.05,1.7,85.95,5,3,6,0,,,,,,,,,,,,,,,,
working_student,8.11,5.99,0.42,92,8,6,1,0,,,,,,,,,,,,,,,,
working_student,4.02,6.91,3.49,81.94,5,10,6,0,,,,,,,,,,,,,,,,
working_student,4.56,3.4,3.29,78.97,7,7,6,1,,,,,,,,,,,,,,,,
college,7.59,3.62,3.47,73.78,6,4,12,0,,,,,,,,,,,,,,,,
college,6.12,2.93,1.83,79.6,4,8,11,0,,,,,,,,,,,,,,,,
college,5.29,7.54,2.02,86.95,10,9,1,1,,,,,,,,,,,,,,,,
college,7.78,7.18,2.23,84.29,5,5,4,0,,,,,,,,,,,,,,,,
college,8.48,4.7,2.68,60.01,8,5,11,0,,,,,,,,,,,,,,,,
college,5.79,3.65,0.76,79.26,5,5,9,0,,,,,,,,,,,,,,,,
working_student,5.32,8.29,0.72,78.96,9,6,10,1,,,,,,,,,,,,,,,,
college,8.65,6.53,5.76,92.99,9,6,4,1,,,,,,,,,,,,,,,,
school,5.83,3.41,3.7,73.6,5,7,1,0,,,,,,,,,,,,,,,,
Other,4.4,8.55,2.49,72.16,7,4,2,1,,,,,,,,,,,,,,,,
college,4.96,6.68,2.22,98.2,6,8,5,1,,,,,,,,,,,,,,,,
Other,8.86,7.27,0.95,86.34,9,5,10,0,,,,,,,,,,,,,,,,
working_student,3.98,7,5.22,67.51,3,2,1,1,,,,,,,,,,,,,,,,
college,7.14,4.54,1.22,74.52,3,7,3,0,,,,,,,,,,,,,,,,
college,6.23,3.29,3.67,96.37,6,9,10,0,,,,,,,,,,,,,,,,
college,6.13,1.25,3.23,75.17,4,7,11,0,,,,,,,,,,,,,,,,
college,7.21,0.2,1.24,84.15,2,9,5,0,,,,,,,,,,,,,,,,
school,7.29,3.66,2.29,87.1,4,8,6,0,,,,,,,,,,,,,,,,
college,5.3,1.33,3.47,63.54,10,6,12,1,,,,,,,,,,,,,,,,
school,8.08,2.84,3.03,81.92,1,3,3,0,,,,,,,,,,,,,,,,
school,7.34,3.71,2.63,81.94,7,6,6,0,,,,,,,,,,,,,,,,
Other,6.46,2.42,5.61,76.6,5,6,5,0,,,,,,,,,,,,,,,,
college,6.69,6.03,3.37,81.94,2,7,6,0,,,,,,,,,,,,,,,,
school,5.94,2.83,3.09,90.24,4,6,8,0,,,,,,,,,,,,,,,,
college,4.58,4.8,7.16,99.13,5,5,7,0,,,,,,,,,,,,,,,,
college,7.19,0.36,7.78,82.31,2,9,7,0,,,,,,,,,,,,,,,,
working_student,5.62,4.68,1.28,84.37,1,2,2,1,,,,,,,,,,,,,,,,
working_student,4.36,4.7,3.35,87.87,10,5,7,1,,,,,,,,,,,,,,,,
college,6.08,4.29,0.28,50.36,4,6,11,0,,,,,,,,,,,,,,,,
college,6.18,4.08,3.56,86.21,10,9,7,1,,,,,,,,,,,,,,,,
college,4.99,4.4,1.86,81.94,6,4,7,0,,,,,,,,,,,,,,,,
working_student,6.46,5.66,4.61,81.2,6,4,9,0,,,,,,,,,,,,,,,,
college,6.46,1.27,1.65,71.48,1,3,11,0,,,,,,,,,,,,,,,,
college,4.65,3.94,5.1,81.62,3,6,9,0,,,,,,,,,,,,,,,,
working_student,7.48,4.52,4.24,69.62,2,6,5,0,,,,,,,,,,,,,,,,
school,7.13,3.88,3.9,92.21,9,8,3,1,,,,,,,,,,,,,,,,
college,4.39,4.15,3.56,99.97,5,7,12,0,,,,,,,,,,,,,,,,
college,8.62,5.83,2.31,84.26,7,9,12,1,,,,,,,,,,,,,,,,
college,5.93,6.23,6.15,94.85,4,5,8,0,,,,,,,,,,,,,,,,
working_student,3.4,5.28,4.74,95.12,4,4,7,1,,,,,,,,,,,,,,,,
school,7.6,3.34,5.69,92.46,1,1,6,0,,,,,,,,,,,,,,,,
school,8.5,2.88,2.52,74.69,5,5,11,0,,,,,,,,,,,,,,,,
college,6.36,0.78,3.04,84.52,7,5,2,0,,,,,,,,,,,,,,,,
working_student,8.45,4.48,3.4,88.48,5,3,11,0,,,,,,,,,,,,,,,,
college,3.41,8.72,3.56,84.73,6,8,9,0,,,,,,,,,,,,,,,,
college,9.12,1.05,0.84,91.03,7,4,12,0,,,,,,,,,,,,,,,,
working_student,6.7,6.51,3.37,69.65,7,9,1,0,,,,,,,,,,,,,,,,
college,6.87,6.68,5.58,97.81,5,4,11,1,,,,,,,,,,,,,,,,
school,6.07,2.59,3.85,74.59,9,8,7,0,,,,,,,,,,,,,,,,
Other,8,1.81,6.05,80.76,5,5,4,0,,,,,,,,,,,,,,,,
college,6.1,3.06,0.66,92.71,7,6,6,0,,,,,,,,,,,,,,,,
college,4.66,2.68,1.71,63.49,9,2,7,1,,,,,,,,,,,,,,,,
school,6.65,4.72,0.62,82.52,2,6,4,0,,,,,,,,,,,,,,,,
working_student,6.46,6.58,9.09,81.94,7,8,8,0,,,,,,,,,,,,,,,,
working_student,6.92,4.2,1.5,88.24,5,9,8,0,,,,,,,,,,,,,,,,
college,5.84,3.42,0.44,72.87,4,5,11,0,,,,,,,,,,,,,,,,
working_student,6.09,3.02,3.78,71.85,1,6,6,0,,,,,,,,,,,,,,,,
college,6.53,4.67,6.29,75.87,7,5,3,0,,,,,,,,,,,,,,,,
Other,8.76,8.2,0.06,85.71,8,2,12,1,,,,,,,,,,,,,,,,
